Nome,Data de Criação,Pull Requests Aceitas,Total de Releases,Última Atualização,Linguagem Primária,Issues Fechadas,Issues Abertas,Idade (anos),Dias desde última atualização,Taxa de Fechamento de Issues
pyenv,2012-08-31 06:57:52+00:00,936,120,2025-02-23 20:49:02+00:00,Roff,100,0,12.490410958904109,0,1.0
odoo,2014-05-13 15:38:58+00:00,6179,0,2025-02-23 20:39:44+00:00,Python,100,0,10.791780821917808,0,1.0
dubbo,2012-06-19 07:56:02+00:00,5584,107,2025-02-23 12:38:52+00:00,Java,100,0,12.69041095890411,0,1.0
styled-components,2016-08-16 06:41:32+00:00,953,172,2025-02-23 17:05:38+00:00,TypeScript,100,0,8.528767123287672,0,1.0
spark,2014-02-25 08:00:08+00:00,7,0,2025-02-23 19:10:55+00:00,Scala,0,0,11.002739726027396,0,
swiper,2012-03-14 19:11:45+00:00,592,81,2025-02-23 18:16:29+00:00,JavaScript,100,0,12.956164383561644,0,1.0
nw.js,2012-01-04 06:21:10+00:00,575,0,2025-02-23 08:52:07+00:00,JavaScript,98,2,13.147945205479452,0,0.98
LLMs-from-scratch,2023-07-23 18:15:57+00:00,280,0,2025-02-23 20:42:02+00:00,Jupyter Notebook,100,0,1.5917808219178082,0,1.0
uni-app,2018-07-12 08:52:39+00:00,322,0,2025-02-23 11:32:23+00:00,JavaScript,98,2,6.624657534246575,0,0.98
ColossalAI,2021-10-28 16:19:44+00:00,3620,48,2025-02-23 20:34:34+00:00,Python,99,1,3.326027397260274,0,0.99
diagrams,2020-02-02 15:23:24+00:00,305,43,2025-02-23 19:32:09+00:00,Python,62,38,5.063013698630137,0,0.62
CPlusPlusThings,2019-07-14 08:45:45+00:00,72,0,2025-02-23 19:07:03+00:00,C++,100,0,5.619178082191781,0,1.0
vuetify,2016-09-12 00:39:35+00:00,4068,577,2025-02-23 15:57:32+00:00,TypeScript,100,0,8.454794520547946,0,1.0
maybe,2024-01-01 22:23:46+00:00,848,25,2025-02-23 20:50:25+00:00,Ruby,100,0,1.1452054794520548,0,1.0
kong,2014-11-17 23:56:08+00:00,6381,144,2025-02-23 14:20:55+00:00,Lua,100,0,10.273972602739725,0,1.0
stablediffusion,2022-11-23 23:59:50+00:00,18,0,2025-02-23 16:01:24+00:00,Python,37,63,2.252054794520548,0,0.37
ailearning,2017-02-25 08:53:02+00:00,478,2,2025-02-23 18:54:37+00:00,Python,100,0,8.0,0,1.0
sentry,2010-08-30 22:06:41+00:00,62684,145,2025-02-23 18:33:11+00:00,Python,100,0,14.493150684931507,0,1.0
autogen,2023-08-18 11:43:45+00:00,2067,75,2025-02-23 19:52:56+00:00,Python,100,0,1.5205479452054795,0,1.0
hexo,2012-09-23 15:17:08+00:00,932,114,2025-02-23 18:24:20+00:00,TypeScript,100,0,12.427397260273972,0,1.0
fastlane,2014-12-02 17:00:38+00:00,6212,548,2025-02-23 14:04:24+00:00,Ruby,100,0,10.235616438356164,0,1.0
black,2018-03-14 19:54:45+00:00,1536,46,2025-02-23 19:23:52+00:00,Python,100,0,6.953424657534247,0,1.0
nvm-windows,2014-09-20 16:37:28+00:00,107,23,2025-02-23 19:45:29+00:00,Go,97,3,10.435616438356165,0,0.97
nanoGPT,2022-12-28 00:51:12+00:00,45,0,2025-02-23 20:30:58+00:00,Python,39,61,2.158904109589041,0,0.39
cobra,2013-09-03 20:40:26+00:00,609,24,2025-02-23 15:58:58+00:00,Go,99,1,11.482191780821918,0,0.99
iina,2016-12-19 07:18:45+00:00,776,44,2025-02-23 19:39:46+00:00,Swift,91,9,8.186301369863013,0,0.91
ragflow,2023-12-12 06:13:13+00:00,2253,21,2025-02-23 20:40:05+00:00,TypeScript,94,6,1.2027397260273973,0,0.94
fanqiang,2015-01-14 00:34:25+00:00,3,3,2025-02-23 14:32:51+00:00,Kotlin,10,90,10.117808219178082,0,0.1
llama_index,2022-11-02 04:24:54+00:00,6081,360,2025-02-23 20:35:15+00:00,Python,100,0,2.3123287671232875,0,1.0
termux-app,2015-10-23 09:42:46+00:00,160,91,2025-02-23 19:38:28+00:00,Java,90,10,9.345205479452055,0,0.9
ClickHouse,2016-06-02 08:28:18+00:00,44624,626,2025-02-23 20:31:03+00:00,C++,100,0,8.734246575342466,0,1.0
cheat.sh,2017-05-07 21:40:56+00:00,124,0,2025-02-23 20:37:59+00:00,Python,57,43,7.802739726027397,0,0.57
vllm,2023-02-09 11:23:20+00:00,4680,50,2025-02-23 20:31:47+00:00,Python,100,0,2.041095890410959,0,1.0
tldraw,2021-05-09 11:48:37+00:00,2834,59,2025-02-23 20:00:45+00:00,TypeScript,95,5,3.797260273972603,0,0.95
airflow,2015-04-13 18:04:58+00:00,24578,93,2025-02-23 20:45:54+00:00,Python,100,0,9.873972602739727,0,1.0
materialize,2014-09-12 19:35:38+00:00,449,41,2025-02-23 20:28:30+00:00,JavaScript,99,1,10.457534246575342,0,0.99
Deep-Learning-Papers-Reading-Roadmap,2016-10-14 11:49:48+00:00,28,0,2025-02-23 17:48:43+00:00,Python,5,50,8.367123287671232,0,0.09090909090909091
tabler,2018-02-01 09:08:59+00:00,592,47,2025-02-23 19:01:39+00:00,HTML,100,0,7.065753424657534,0,1.0
bert,2018-10-25 22:57:34+00:00,32,0,2025-02-23 18:24:21+00:00,Python,98,2,6.3342465753424655,0,0.98
markitdown,2024-11-13 19:56:40+00:00,78,3,2025-02-23 20:07:38+00:00,HTML,25,75,0.27945205479452057,0,0.25
php-src,2011-06-16 01:52:25+00:00,3724,7,2025-02-23 20:04:56+00:00,C,85,15,13.7013698630137,0,0.85
v2rayNG,2019-05-15 02:15:31+00:00,406,227,2025-02-23 19:54:36+00:00,Kotlin,100,0,5.7835616438356166,0,1.0
chinese-independent-developer,2017-09-21 11:08:23+00:00,267,0,2025-02-23 17:21:22+00:00,,99,1,7.4301369863013695,0,0.99
esbuild,2016-06-14 16:08:50+00:00,235,292,2025-02-23 03:36:46+00:00,Go,98,2,8.7013698630137,0,0.98
anything-llm,2023-06-04 02:29:14+00:00,855,11,2025-02-23 19:52:20+00:00,JavaScript,100,0,1.726027397260274,0,1.0
chakra-ui,2019-08-17 14:27:54+00:00,2654,1000,2025-02-23 05:24:09+00:00,TypeScript,100,0,5.526027397260274,0,1.0
video.js,2010-05-14 18:45:10+00:00,1793,328,2025-02-23 13:48:34+00:00,JavaScript,100,0,14.791780821917808,0,1.0
wrk,2012-03-20 11:12:28+00:00,0,0,2025-02-23 19:57:04+00:00,C,96,4,12.93972602739726,0,0.96
cli,2019-10-03 15:24:53+00:00,2385,156,2025-02-23 11:32:30+00:00,Go,96,4,5.397260273972603,0,0.96
50projects50days,2020-11-16 14:39:01+00:00,43,0,2025-02-23 16:33:39+00:00,CSS,0,0,4.273972602739726,0,
Made-With-ML,2018-11-05 03:44:27+00:00,147,0,2025-02-23 19:58:09+00:00,Jupyter Notebook,57,16,6.306849315068493,0,0.7808219178082192
bevy,2020-01-18 21:13:55+00:00,4933,35,2025-02-23 20:28:58+00:00,Rust,95,5,5.104109589041096,0,0.95
mitmproxy,2010-02-16 04:10:13+00:00,2527,72,2025-02-23 20:46:33+00:00,Python,100,0,15.03013698630137,0,1.0
whisper.cpp,2022-09-25 18:26:37+00:00,623,24,2025-02-23 20:41:06+00:00,C++,88,12,2.4164383561643836,0,0.88
tidb,2015-09-06 04:01:52+00:00,31477,205,2025-02-23 17:18:59+00:00,Go,100,0,9.473972602739726,0,1.0
English-level-up-tips,2017-05-30 07:18:52+00:00,26,0,2025-02-23 14:33:59+00:00,HTML,72,27,7.742465753424658,0,0.7272727272727273
TTS,2020-05-20 15:45:28+00:00,467,98,2025-02-23 18:35:12+00:00,Python,100,0,4.767123287671233,0,1.0
FastChat,2023-03-19 00:18:02+00:00,848,14,2025-02-23 20:53:35+00:00,Python,98,2,1.936986301369863,0,0.98
styleguide,2015-05-20 19:18:59+00:00,176,0,2025-02-23 17:21:40+00:00,HTML,82,18,9.772602739726027,0,0.82
zju-icicles,2016-06-28 16:17:32+00:00,222,0,2025-02-23 13:39:17+00:00,HTML,68,10,8.663013698630136,0,0.8717948717948718
typst,2019-09-24 21:41:56+00:00,1543,21,2025-02-23 20:47:01+00:00,Rust,89,11,5.419178082191781,0,0.89
MPAndroidChart,2014-04-25 14:29:47+00:00,190,44,2025-02-23 04:01:18+00:00,Java,100,0,10.841095890410958,0,1.0
impress.js,2011-12-28 22:23:19+00:00,121,15,2025-02-23 14:16:17+00:00,JavaScript,100,0,13.164383561643836,0,1.0
streamlit,2019-08-24 00:14:52+00:00,4623,92,2025-02-23 20:31:04+00:00,Python,98,2,5.506849315068493,0,0.98
coolify,2021-01-25 20:54:01+00:00,1430,589,2025-02-23 20:44:54+00:00,PHP,100,0,4.082191780821918,0,1.0
EasySpider,2020-07-18 02:41:27+00:00,40,10,2025-02-23 19:55:53+00:00,JavaScript,97,3,4.605479452054794,0,0.97
phaser,2013-04-12 12:27:51+00:00,1704,164,2025-02-23 20:54:15+00:00,JavaScript,100,0,11.876712328767123,0,1.0
gorm,2013-10-25 08:31:38+00:00,730,2,2025-02-23 18:09:23+00:00,Go,100,0,11.33972602739726,0,1.0
zig,2015-08-06 00:51:28+00:00,8541,18,2025-02-23 20:46:01+00:00,Zig,93,7,9.558904109589042,0,0.93
expo,2016-08-15 17:14:25+00:00,15786,0,2025-02-23 20:18:59+00:00,TypeScript,100,0,8.531506849315068,0,1.0
awesome-compose,2020-02-13 08:51:42+00:00,149,0,2025-02-23 20:31:47+00:00,HTML,37,63,5.032876712328767,0,0.37
vim,2015-08-18 21:03:56+00:00,438,0,2025-02-23 19:38:58+00:00,Vim Script,87,13,9.526027397260274,0,0.87
WeChatMsg,2023-01-11 05:03:49+00:00,62,33,2025-02-23 20:54:19+00:00,Python,96,4,2.1205479452054794,0,0.96
jellyfin,2018-12-09 06:36:45+00:00,4468,85,2025-02-23 20:12:26+00:00,C#,100,0,6.213698630136986,0,1.0
quivr,2023-05-12 23:53:30+00:00,1798,354,2025-02-23 20:28:56+00:00,Python,100,0,1.7863013698630137,0,1.0
free,2020-06-07 02:48:33+00:00,0,0,2025-02-23 17:49:22+00:00,,46,54,4.717808219178083,0,0.46
TrafficMonitor,2017-07-30 02:51:17+00:00,52,26,2025-02-23 20:25:51+00:00,C++,75,25,7.575342465753424,0,0.75
Open-Assistant,2022-12-13 05:24:17+00:00,1616,127,2025-02-23 19:34:39+00:00,Python,99,1,2.2,0,0.99
memos,2021-12-08 15:30:18+00:00,1613,75,2025-02-23 18:06:50+00:00,Go,100,0,3.213698630136986,0,1.0
freecodecamp.cn,2016-09-30 03:13:43+00:00,55,0,2025-02-23 01:53:39+00:00,CSS,100,0,8.405479452054795,0,1.0
preact,2015-09-11 02:40:18+00:00,1803,221,2025-02-23 18:41:40+00:00,JavaScript,100,0,9.46027397260274,0,1.0
leveldb,2014-08-27 21:17:52+00:00,64,21,2025-02-23 15:56:13+00:00,C++,98,2,10.498630136986302,0,0.98
bark,2023-04-07 19:34:48+00:00,19,0,2025-02-23 19:59:04+00:00,Jupyter Notebook,99,1,1.884931506849315,0,0.99
tutorials,2013-04-29 18:26:36+00:00,12985,0,2025-02-23 04:02:35+00:00,Java,100,0,11.830136986301369,0,1.0
jsoncrack.com,2022-01-30 15:25:18+00:00,83,20,2025-02-23 19:55:55+00:00,TypeScript,99,1,3.0684931506849313,0,0.99
shellcheck,2012-11-17 03:15:11+00:00,286,29,2025-02-23 17:52:55+00:00,Haskell,98,2,12.276712328767124,0,0.98
ultralytics,2022-09-11 16:39:45+00:00,2834,152,2025-02-23 20:53:55+00:00,Python,100,0,2.4547945205479453,0,1.0
curl,2010-03-18 22:32:22+00:00,190,87,2025-02-23 20:45:56+00:00,C,100,0,14.945205479452055,0,1.0
DeepSpeed,2020-01-23 18:35:18+00:00,2565,87,2025-02-23 20:52:56+00:00,Python,91,9,5.090410958904109,0,0.91
python-cheatsheet,2018-01-25 04:16:53+00:00,14,0,2025-02-23 20:14:13+00:00,Python,61,5,7.0849315068493155,0,0.9242424242424242
ant-design-pro,2017-08-25 10:40:44+00:00,972,26,2025-02-23 15:17:29+00:00,TypeScript,99,1,7.504109589041096,0,0.99
awesome-remote-job,2015-01-02 00:31:34+00:00,582,0,2025-02-23 19:45:14+00:00,,71,3,10.150684931506849,0,0.9594594594594594
pure-bash-bible,2018-06-13 01:39:33+00:00,28,0,2025-02-23 19:20:53+00:00,Shell,33,43,6.704109589041096,0,0.4342105263157895
interview_internal_reference,2019-06-10 06:54:19+00:00,35,0,2025-02-23 07:00:44+00:00,Python,18,28,5.712328767123288,0,0.391304347826087
aria2,2010-11-27 09:41:48+00:00,252,24,2025-02-23 20:21:41+00:00,C++,77,23,14.252054794520548,0,0.77
freqtrade,2017-05-17 23:48:53+00:00,5544,94,2025-02-23 20:05:24+00:00,Python,99,1,7.7753424657534245,0,0.99
penpot,2015-12-29 22:09:07+00:00,3586,46,2025-02-23 20:44:08+00:00,Clojure,94,6,9.158904109589042,0,0.94
tmux,2015-06-03 23:32:55+00:00,1,37,2025-02-23 20:45:36+00:00,C,100,0,9.73150684931507,0,1.0
photoprism,2018-01-27 12:00:15+00:00,705,72,2025-02-23 20:10:31+00:00,Go,91,9,7.079452054794521,0,0.91
istio,2016-11-18 23:57:21+00:00,27269,373,2025-02-23 15:33:59+00:00,Go,100,0,8.26849315068493,0,1.0
GFPGAN,2021-03-19 06:18:20+00:00,14,8,2025-02-23 16:11:32+00:00,Python,59,41,3.936986301369863,0,0.59
novu,2021-08-26 15:22:44+00:00,5084,40,2025-02-23 19:41:04+00:00,TypeScript,97,3,3.4986301369863013,0,0.97
gradio,2018-12-19 08:24:04+00:00,4290,1000,2025-02-23 18:05:37+00:00,Python,100,0,6.186301369863013,0,1.0
JavaFamily,2019-11-12 04:26:18+00:00,2,0,2025-02-23 12:40:12+00:00,,60,3,5.287671232876712,0,0.9523809523809523
Summer2025-Internships,2020-05-23 20:53:18+00:00,1668,0,2025-02-23 20:48:51+00:00,,100,0,4.758904109589041,0,1.0
OpenBB,2020-12-20 10:46:38+00:00,4021,42,2025-02-23 20:41:42+00:00,Python,100,0,4.1808219178082195,0,1.0
Files,2019-01-04 18:19:14+00:00,5127,123,2025-02-23 20:51:54+00:00,C#,100,0,6.142465753424657,0,1.0
AI-For-Beginners,2021-03-03 16:27:36+00:00,167,0,2025-02-23 20:24:50+00:00,Jupyter Notebook,87,13,3.9808219178082194,0,0.87
GitHubDaily,2018-12-30 13:56:58+00:00,3,0,2025-02-23 20:29:17+00:00,,99,1,6.156164383561644,0,0.99
aspnetcore,2014-03-11 06:09:42+00:00,16908,243,2025-02-23 16:28:26+00:00,C#,99,1,10.964383561643835,0,0.99
manifesto,2023-08-13 16:17:24+00:00,764,0,2025-02-23 13:03:40+00:00,HTML,13,13,1.5342465753424657,0,0.5
trpc,2020-07-18 01:17:11+00:00,3539,200,2025-02-23 15:00:52+00:00,TypeScript,99,1,4.605479452054794,0,0.99
v,2019-02-08 02:57:06+00:00,11649,246,2025-02-23 19:12:48+00:00,V,100,0,6.046575342465753,0,1.0
taro,2018-04-08 09:32:26+00:00,3270,186,2025-02-23 15:01:27+00:00,TypeScript,100,0,6.884931506849315,0,1.0
deeplearningbook-chinese,2016-12-07 11:46:51+00:00,16,7,2025-02-23 15:57:07+00:00,TeX,92,8,8.219178082191782,0,0.92
ruff,2022-08-09 17:17:44+00:00,8960,348,2025-02-23 20:35:50+00:00,Rust,97,3,2.5452054794520547,0,0.97
tesseract.js,2015-06-24 02:49:52+00:00,190,55,2025-02-23 05:54:07+00:00,JavaScript,100,0,9.676712328767124,0,1.0
wtfpython,2017-08-28 20:22:19+00:00,109,2,2025-02-23 11:52:10+00:00,Python,87,13,7.495890410958904,0,0.87
helix,2020-06-01 04:26:56+00:00,3894,28,2025-02-23 19:05:30+00:00,Rust,98,2,4.734246575342466,0,0.98
arthas,2018-08-29 17:15:57+00:00,529,58,2025-02-22 15:33:08+00:00,Java,98,2,6.493150684931507,1,0.98
pandoc,2010-03-20 20:34:23+00:00,1638,143,2025-02-23 17:59:33+00:00,Haskell,99,1,14.942465753424658,0,0.99
wtfjs,2017-07-14 15:42:12+00:00,124,25,2025-02-23 20:42:08+00:00,JavaScript,94,6,7.619178082191781,0,0.94
og-aws,2016-07-13 17:30:16+00:00,498,0,2025-02-23 16:07:03+00:00,Shell,40,60,8.621917808219179,0,0.4
DragGAN,2023-05-18 10:08:02+00:00,18,0,2025-02-23 20:07:25+00:00,Python,39,61,1.7726027397260273,0,0.39
lerna,2015-12-04 09:36:55+00:00,978,240,2025-02-23 19:15:23+00:00,TypeScript,99,1,9.23013698630137,0,0.99
MockingBird,2021-08-07 03:53:39+00:00,81,1,2025-02-23 17:14:18+00:00,Python,95,5,3.5506849315068494,0,0.95
devdocs,2013-10-24 18:16:07+00:00,849,0,2025-02-23 17:19:58+00:00,Ruby,96,4,11.342465753424657,0,0.96
appsmith,2020-06-30 04:07:36+00:00,13277,267,2025-02-23 19:54:17+00:00,TypeScript,100,0,4.654794520547945,0,1.0
zod,2020-03-07 20:59:08+00:00,533,92,2025-02-23 18:32:46+00:00,TypeScript,100,0,4.96986301369863,0,1.0
insomnia,2016-04-23 03:54:26+00:00,3044,495,2025-02-23 20:51:22+00:00,JavaScript,100,0,8.843835616438357,0,1.0
fd,2017-05-09 21:27:10+00:00,611,40,2025-02-23 17:31:32+00:00,Rust,100,0,7.7972602739726025,0,1.0
ray,2016-10-25 19:38:30+00:00,24582,100,2025-02-23 20:28:45+00:00,Python,99,1,8.336986301369864,0,0.99
daisyui,2020-11-28 22:57:27+00:00,351,53,2025-02-23 20:15:34+00:00,Svelte,100,0,4.238356164383561,0,1.0
googletest,2015-07-28 15:07:53+00:00,810,10,2025-02-23 19:27:52+00:00,C++,100,0,9.583561643835617,0,1.0
shadowsocks-android,2012-12-16 13:40:29+00:00,256,185,2025-02-23 10:14:13+00:00,Kotlin,100,0,12.197260273972603,0,1.0
hello-algorithm,2020-05-29 05:47:09+00:00,26,0,2025-02-23 16:29:17+00:00,Java,32,12,4.742465753424658,0,0.7272727272727273
interview,2018-02-09 09:49:48+00:00,35,0,2025-02-23 20:48:10+00:00,C++,40,24,7.043835616438356,0,0.625
Flowise,2023-03-31 12:23:09+00:00,1061,62,2025-02-23 20:10:44+00:00,TypeScript,94,6,1.904109589041096,0,0.94
spotube,2021-02-14 03:17:58+00:00,231,37,2025-02-23 20:31:32+00:00,Dart,96,4,4.027397260273973,0,0.96
gym,2016-04-27 14:59:16+00:00,999,19,2025-02-23 19:52:36+00:00,Python,100,0,8.832876712328767,0,1.0
sheetjs,2012-12-03 19:25:52+00:00,106,0,2025-02-23 18:36:12+00:00,,96,4,12.232876712328768,0,0.96
fullPage.js,2013-09-20 11:58:29+00:00,315,101,2025-02-23 13:51:30+00:00,JavaScript,100,0,11.435616438356165,0,1.0
koa,2013-07-20 18:53:45+00:00,501,2,2025-02-23 14:25:57+00:00,JavaScript,100,0,11.605479452054794,0,1.0
RSSHub,2018-04-02 14:43:21+00:00,10130,0,2025-02-23 19:57:50+00:00,TypeScript,100,0,6.901369863013699,0,1.0
date-fns,2014-10-06 10:24:22+00:00,1068,122,2025-02-23 15:37:54+00:00,TypeScript,100,0,10.391780821917807,0,1.0
lottie-android,2016-10-06 22:42:42+00:00,702,55,2025-02-22 18:07:43+00:00,Java,100,0,8.386301369863014,1,1.0
fiber,2020-01-16 03:59:20+00:00,1559,124,2025-02-23 20:05:14+00:00,Go,100,0,5.109589041095891,0,1.0
nativefier,2015-07-05 05:56:42+00:00,261,99,2025-02-23 20:08:37+00:00,TypeScript,97,3,9.646575342465754,0,0.97
upscayl,2022-07-30 17:19:20+00:00,83,29,2025-02-23 20:18:30+00:00,TypeScript,100,0,2.5726027397260274,0,1.0
logseq,2020-05-23 00:06:06+00:00,2984,147,2025-02-23 20:42:59+00:00,Clojure,100,0,4.758904109589041,0,1.0
Pake,2022-10-14 09:32:57+00:00,95,31,2025-02-23 20:46:51+00:00,Rust,100,0,2.3643835616438356,0,1.0
Awesome-Design-Tools,2019-02-12 13:55:30+00:00,283,0,2025-02-23 19:45:18+00:00,JavaScript,25,16,6.035616438356165,0,0.6097560975609756
slidev,2021-04-24 01:25:23+00:00,654,381,2025-02-23 16:01:20+00:00,TypeScript,100,0,3.8383561643835615,0,1.0
955.WLB,2019-03-27 23:53:37+00:00,18,0,2025-02-23 16:27:10+00:00,,33,67,5.9150684931506845,0,0.33
lapce,2018-02-06 08:41:06+00:00,1159,31,2025-02-23 18:44:13+00:00,Rust,92,8,7.052054794520548,0,0.92
hackathon-starter,2013-11-13 17:24:12+00:00,326,16,2025-02-22 21:49:51+00:00,JavaScript,100,0,11.287671232876713,0,1.0
google-research,2018-10-04 18:42:48+00:00,29,0,2025-02-23 13:14:56+00:00,Jupyter Notebook,41,59,6.394520547945206,0,0.41
chatgpt-on-wechat,2022-08-07 08:33:41+00:00,245,61,2025-02-23 19:22:54+00:00,Python,100,0,2.5506849315068494,0,1.0
awesome-react-native,2015-03-26 19:58:06+00:00,912,0,2025-02-23 18:25:10+00:00,JavaScript,35,37,9.923287671232877,0,0.4861111111111111
typeorm,2016-02-29 07:41:14+00:00,2026,32,2025-02-23 18:19:39+00:00,TypeScript,99,1,8.991780821917809,0,0.99
carbon,2017-06-16 02:50:28+00:00,669,215,2025-02-23 12:38:19+00:00,JavaScript,100,0,7.695890410958904,0,1.0
metasploit-framework,2011-08-30 06:13:20+00:00,10936,0,2025-02-23 20:20:49+00:00,Ruby,100,0,13.495890410958904,0,1.0
cli,2012-02-25 12:39:13+00:00,406,47,2025-02-23 17:01:46+00:00,Python,96,4,13.005479452054795,0,0.96
halo,2018-03-21 12:56:52+00:00,2413,208,2025-02-23 18:51:47+00:00,Java,100,0,6.934246575342466,0,1.0
ToolJet,2021-03-30 08:51:34+00:00,5556,283,2025-02-23 20:20:51+00:00,JavaScript,100,0,3.9068493150684933,0,1.0
glide,2013-07-08 22:52:33+00:00,544,47,2025-02-23 20:29:05+00:00,Java,98,2,11.635616438356164,0,0.98
compose,2013-12-09 11:40:58+00:00,3281,247,2025-02-23 15:00:19+00:00,Go,100,0,11.216438356164383,0,1.0
the-way-to-go_ZH_CN,2013-03-24 17:18:38+00:00,592,0,2025-02-23 20:06:50+00:00,Go,0,0,11.92876712328767,0,
ccxt,2017-05-14 15:41:56+00:00,12532,137,2025-02-23 20:34:40+00:00,Python,100,0,7.786301369863014,0,1.0
ChatTTS,2024-05-27 18:26:49+00:00,210,5,2025-02-23 19:59:09+00:00,Python,100,0,0.7452054794520548,0,1.0
system-design,2022-08-15 18:59:54+00:00,11,0,2025-02-23 20:13:37+00:00,,20,1,2.5287671232876714,0,0.9523809523809523
vim-plug,2013-09-10 14:58:51+00:00,176,8,2025-02-23 20:53:23+00:00,Vim Script,100,0,11.463013698630137,0,1.0
TaskMatrix,2023-03-02 09:04:28+00:00,21,0,2025-02-23 19:07:21+00:00,Python,56,44,1.9835616438356165,0,0.56
HanLP,2014-10-09 06:36:16+00:00,79,62,2025-02-23 16:00:03+00:00,Python,100,0,10.383561643835616,0,1.0
node-v0.x-archive,2009-05-27 16:29:46+00:00,218,0,2025-02-23 12:24:27+00:00,,100,0,15.756164383561643,0,1.0
caffe,2013-09-12 18:39:48+00:00,1087,14,2025-02-23 12:08:24+00:00,C++,99,1,11.457534246575342,0,0.99
cal.com,2021-03-22 13:47:42+00:00,8916,389,2025-02-23 20:12:26+00:00,TypeScript,100,0,3.9287671232876713,0,1.0
formik,2017-06-14 19:50:59+00:00,829,196,2025-02-23 18:51:50+00:00,TypeScript,99,1,7.701369863013698,0,0.99
clipboard.js,2015-09-18 23:04:55+00:00,117,42,2025-02-23 00:21:00+00:00,JavaScript,99,1,9.438356164383562,0,0.99
12306,2017-05-17 12:23:40+00:00,31,1,2025-02-23 03:49:03+00:00,Python,98,2,7.778082191780822,0,0.98
awesome-javascript,2014-07-01 15:59:02+00:00,387,0,2025-02-23 18:54:39+00:00,,87,4,10.657534246575343,0,0.9560439560439561
nushell,2019-05-10 16:59:42+00:00,7319,104,2025-02-23 20:37:03+00:00,Rust,99,1,5.7972602739726025,0,0.99
gold-miner,2015-11-04 03:29:13+00:00,3563,0,2025-02-23 15:59:38+00:00,,100,0,9.312328767123288,0,1.0
spacedrive,2021-09-27 05:09:04+00:00,1880,25,2025-02-23 20:39:35+00:00,TypeScript,92,8,3.410958904109589,0,0.92
marked,2011-07-24 13:15:51+00:00,1489,146,2025-02-23 19:18:06+00:00,TypeScript,100,0,13.597260273972603,0,1.0
REKCARC-TSC-UHT,2019-04-05 03:31:23+00:00,160,0,2025-02-23 17:21:50+00:00,HTML,30,1,5.8931506849315065,0,0.967741935483871
netty,2010-11-09 09:22:21+00:00,3938,0,2025-02-23 17:48:00+00:00,Java,98,2,14.301369863013699,0,0.98
awesome-shell,2014-07-07 01:57:42+00:00,307,0,2025-02-23 19:15:22+00:00,,22,35,10.64109589041096,0,0.38596491228070173
jieba,2012-09-29 07:52:01+00:00,96,9,2025-02-23 12:10:06+00:00,Python,55,45,12.41095890410959,0,0.55
react-beautiful-dnd,2017-08-09 03:37:15+00:00,530,68,2025-02-23 15:42:01+00:00,JavaScript,97,3,7.5479452054794525,0,0.97
Langchain-Chatchat,2023-03-31 12:12:45+00:00,616,31,2025-02-23 16:10:41+00:00,TypeScript,100,0,1.904109589041096,0,1.0
shadowsocks,2012-04-20 13:10:49+00:00,70,2,2025-02-23 13:57:40+00:00,Python,0,0,12.854794520547944,0,
AndroidUtilCode,2016-07-30 18:18:32+00:00,88,117,2025-02-23 15:21:24+00:00,Java,99,1,8.575342465753424,0,0.99
spring-boot-demo,2017-11-10 06:27:29+00:00,15,0,2025-02-23 14:30:14+00:00,Java,58,42,7.293150684931507,0,0.58
sqlmap,2012-06-26 09:52:15+00:00,169,10,2025-02-23 18:35:05+00:00,Python,78,22,12.67123287671233,0,0.78
node,2024-05-13 23:20:40+00:00,28,2,2025-02-23 20:44:04+00:00,Shell,9,5,0.7808219178082192,0,0.6428571428571429
AFNetworking,2011-05-31 21:28:44+00:00,710,40,2025-02-23 12:19:22+00:00,Objective-C,0,0,13.742465753424657,0,
LeetCode-Go,2017-07-18 00:06:14+00:00,178,4,2025-02-23 12:20:32+00:00,Go,63,16,7.608219178082192,0,0.7974683544303798
docs,2024-05-07 16:49:36+00:00,278,0,2025-02-23 20:44:26+00:00,MDX,13,14,0.8,0,0.48148148148148145
pytorch-image-models,2019-02-02 05:51:12+00:00,439,65,2025-02-23 20:09:56+00:00,Python,99,1,6.063013698630137,0,0.99
brackets,2011-12-07 21:14:40+00:00,4332,69,2025-02-23 12:13:32+00:00,JavaScript,100,0,13.221917808219178,0,1.0
faiss,2017-02-07 16:07:05+00:00,137,18,2025-02-23 20:48:47+00:00,C++,99,1,8.04931506849315,0,0.99
windows,2024-01-14 13:09:40+00:00,329,81,2025-02-23 20:43:11+00:00,Shell,99,1,1.1123287671232878,0,0.99
ink-kit,2024-11-04 16:32:17+00:00,84,0,2025-02-23 20:44:13+00:00,TypeScript,0,3,0.3041095890410959,0,0.0
framework,2013-01-10 21:27:28+00:00,15965,801,2025-02-23 20:31:39+00:00,PHP,100,0,12.126027397260273,0,1.0
XX-Net,2015-01-15 09:35:51+00:00,362,388,2025-02-23 11:08:40+00:00,Python,98,2,10.115068493150686,0,0.98
husky,2014-06-23 12:14:21+00:00,262,80,2025-02-23 08:00:54+00:00,JavaScript,100,0,10.67945205479452,0,1.0
easyexcel,2018-02-06 03:14:08+00:00,190,14,2025-02-23 14:53:22+00:00,Java,100,0,7.052054794520548,0,1.0
